sentence,payment_label
"We the official members continued with war till the early year 2017 due to the painful death and forceful removal of our Late Master Muammar Gaddafi, our country was totally destabilized because we refused to another government.",0.0
"On Thu, Sep 12, 2019 at 11:26 AM Trinh, Anh <",0.0
"However, they don't have your schedule and don't know when you will be coming in.",0.0
"However, please do not hesitate to contact us for further clarification if need be.",0.0
". Visa prepaid cards are issued by U.S. Bank National Association and/or MetaBank™, pursuant to a license from Visa U.S.A. Inc.",1.0
He said who ever is contacting us through emails are fake.,0.0
We shall apply for the necessary paper work required to re-profile your name as the recipient and also ensure payment is carried out by Rosneft into a bank account in your name.,1.0
Your account melanie.helmke@sanjoseca.gov received a new voicenote at 2019-12-18 18:09.,0.0
We happily announce to you the draw of CANADA,0.0
Quantities may be limited.,0.0
Here 's your Xero subscription invoice for the previous billing period,1.0
We apologize for any delay you might have encountered in the past; your payment is now 100% Guaranteed,1.0
I just wanted to reach out to you if you are interested,0.0
"Please be advised, as we discussed on the phone, I will not allow this check and associated documents to leave my possession at any time.",0.0
Currently we are outside of their planting season.,0.0
NEED YOUR RESPONSE IMMEDIATELY .,0.0
winnings will be treated by our claim agent once contacted by,1.0
We have already done the request.,0.0
Store photos and docs online.,0.0
"I am so sorry to inform you that recently, I just started a new work assignment.",0.0
"I am out of the office for a short holiday, returning Monday, October 7, 2019.",0.0
"Also, she plans to sell her home in March.",0.0
wasn’t quite what you were expecting; but we’re committed to getting it right and keeping you safe!,0.0
This supplemental questionnaire will be used to further evaluate your training and experience for the Staff,0.0
"On Nov 25, 2019, at 4:50 PM, Margaret Flores <",0.0
Here is the video of the thief that broke into my car.,0.0
Report cars and truck illegal parking (red line) curb side along LOS ARBOLES ST. SAN JOSE Ca 95111 everyday,0.0
"After that, I will be available to bring the original documents to your office for inspection if required.",0.0
I got your contact through a reliable source called database through Ghana chamber of commerce.,0.0
"You really have to stop dealing with those people that are contacting you and telling you that your fund is with them, it is not in anyway with them, they are only taking advantage of you and they will dry you up until you have nothing.",1.0
"So I decided to travel down to Nigeria with all my compensation documents, And I was directed to meet Mr Daniel More, who is the member of COMPENSATION AWARD COMMITTEE, and I contacted him and he explained everything to me.",1.0
Proforma Invoice / Contract,1.0
As soon as I receive your reply I shall give you the contact of the Bank where the Fund is deposited.,1.0
"Before I submit the payment, I was wondering when the expiration date would be.",1.0
We hope your shopping experience exceeded all expectations and want to assure you that we're committed to your satisfaction.,0.0
Thank you for your cooperation!,0.0
I also attached below the picture of the items.,0.0
Click Here to StART SURVEY,0.0
"eSellerate - Telestream, Inc. order ST712247464",0.0
applies to claim the funds.,1.0
"If you do not complete the process within the specified time frame (15 minutes), you will have to make another request to reset your password.",0.0
We await your confirmation,0.0
I met with him this week already.,0.0
"for iTunes, Apple Books, and App Store purchases.",0.0
Direct Phone : 763.572.4631,0.0
I will also issue you a letter of authority that will,0.0
Thank you in anticipation.,0.0
Please provide three digits on the back of your card so we could complete payment and close our book.,1.0
I am not sure why you are not receiving them.,0.0
"Office of the Senior Procurement Executive, Acquisition Services Division",0.0
It would be a sincere pleasure to hear back from you soon to discuss this exciting opportunity as well as,0.0
Please see attached photograph.,0.0
"I am the contracts analyst for the San Jose Public Library and have sent a memorandum of understanding to your district for review since September 6, 2019.",0.0
Click here to create your password,0.0
"If you are not familiar with this, I will explain.Trojan Virus gives me full access and control over a computer or other device.This means that I can see everything on your screen, turn on the camera and microphone, but you do not know about it.",0.0
The item is considered a Legend Device and therefore requires the,0.0
"If you'd prefer to pay via credit card, please return the signedlicense",1.0
"If the reader of this message is not the intended recipient's agent, you are notified that any dissemination, distribution or copying of the information is strictly prohibited and may be unlawful.",0.0
13215 Dotson Road Suite 200,0.0
I notice that your group has been active in private investment.,1.0
"GDS Publishing Ltd, Queen Square House, 18-21 Queen Square, Bristol, BS1 4NH.",0.0
"and click ""Pay Dues"" on the top, right-hand corner of the site and pay with a credit card.",1.0
"My question is once i submit my application and take it to the City Hall building, will i be given my permit sticker right away or will i get it within a couple of days?",0.0
"Confidentiality Notice: This email (including any attachment) is intended only for the individual or entity to which it is addressed and may contain information that is privileged, confidential and exempt from disclosure under applicable law.",0.0
Your invoice appears below.,1.0
Address: 28612 HWY 83,0.0
I appreciate it more than words can convey.,0.0
Wire is pending your apporval,0.0
I will make this presentation,0.0
Interested to fund your project.,1.0
information you originally entered will still be there.,0.0
To view your Sage subscription invoice click here,0.0
It is mandatory you verify,0.0
with the details below for your payment,1.0
"If you have projects or opportunities or know anyone who has a viable projects that need funding, do get in touch with me ASAP, for further proceedings and funding.",1.0
We are starting with preparing the new plans in order to get the proper permit for the works needed.,0.0
We can do this again tomorrow when I’m in the office and can mane the 10 minute window.,0.0
"MISSION VALLEY FORD TRUCK SALES, INC.",0.0
Fellas - Dan Turner testimonial video draft can be viewed here:,0.0
Date Service Description Amount,1.0
Also just made the first installment payment and forwarding you the receipt email I got from the system because this is the first payment.,1.0
Kindly prepare the lists and upload them for me ASAP,0.0
"to legally clear your consignment fund, but you must agree with",1.0
Thank you for contacting us regarding your extenuating circumstance refund (ECR) request.,1.0
"July 8, 2019 at 7:54:37 AM PDT",0.0
He will work with you to ensure we have everything,0.0
Thank you very much for your time.,0.0
I hope this email finds you well.,0.0
This message was sent on behalf of Pizza Hut by Empathica (,0.0
This email confirms cancellation of your auto-payment setup as noted below.,1.0
Dear CITY OF SAN JOSE #MS#:,0.0
he also took me,0.0
1351 Tami Lee Pin: 783675,0.0
"To stop receiving ALL emails sent by Parkmobile,",0.0
"As per your request, I closed your branch location for 2064 Mendota Way San Jose, CA 95122 (see screen shot below).",0.0
Hi Brandon I was wondering if there's was any spots open to work at the lake Cunningham sports park in summer the thing is though I need you to fill out a pappe so I can give it to my school which will give me the work permit,0.0
ISNetworld Annual Contractor/Supplier Subscription – Renewal (Tier 4),0.0
me?The anti-spam email system that I'm using blocks out anyone who is no=,0.0
"""Then on June 8, 2019 another $271.68 of unauthorized charges were made on line from the web site ORDER.WISH.COM.",1.0
Do respond to me if you are interested to conclude this with me.,0.0
I sincerely apologize for any inconvenience this will be for you.,0.0
"as you can see from the webpage above, I'm not getting any younger and you can imagine having no much time to live.",0.0
"this amount results from a deliberate inflation of the value of a contract awarded by our ministry - the federal ministry of agriculture (fma)to an expatriate company.the contract has been executed and payment made to the original contractor,remaining the over-invoiced amount of us$35.5 million,which we want to transfer the funds out the country in our favour for disbursement among ourselves.the transfer of this money can only be possible with the help of a foreigner who will be presented as the beneficiary of the fund.",1.0
"Thursday, September 12, 2019 11:59 AM",0.0
to you; details/modalities will be made known to you on your,0.0
We prefer you complete this process online through ParentConnectPortal:,0.0
Please find attachment for proof of payment,1.0
"into viable and lucrative business projects that worth it, We are most interested in partnerships",0.0
This is the word of honor hacker,0.0
City of San José Rental Coordinator,0.0
Administrator and gwill uide you all they way until his funds are,1.0
". If you have any questions, please email me at karl.swee@blackbourn.com or call 1-800-842-7550.",0.0
"Your daily credit limit is $3,000.00.",1.0
PRELIM REVIEW: 771 Welburn Ave/ Escrow#: 19103205- Owner Last Name: Alvarado,0.0
Please complete the works and send an invoice to me so that I can make the payment.,1.0
"also believe that you would have received countless promises,",0.0
Air Canada requires that all passengers contact them directly for refund consideration.,1.0
"Head Office: 71,Sky tower,",0.0
Teamwork & Interpersonal Skills- Develops effective relationships with co-workers and supervisors by helping others accomplish tasks and using collaboration and conflict resolution skills.,0.0
are not being located to lay claim to funds left in the bank.,1.0
Qui Van and Nancy Nguyen,0.0
I will like to get an extension on my high school diploma.,0.0
"Should you forget your password, click the “Forgot Password” link on the login page and enter your email address (username).",0.0
Is this the correct email to submit a parking violation in the city of San Jose?,0.0
My 88 year old mother lives on Social Security and has a mortgage.,0.0
email as my full approval for this and any additional wires that may be required in the coming days,1.0
"My name is Beth Tidwell, and I work for the City of San José in the Department of Parks, Recreation and Neighborhood Services.",0.0
"Owner, Upbeat Parade Prod",0.0
Inicio del mensaje reenviado:,0.0
"You will be prompted to update your profile, make any edits and click the Save Changes button to move to the payment screen.",1.0
"By having access to this information, you can make informed decisions about your health and be an active participant in the management of your care.",0.0
will build an orphanage home in my name.,0.0
Note ; MISTAKE ON THE TOTAL AMOUNT ON THE INVOICE ALSO,1.0
MBE | SBE | SLB Firm,0.0
Siemens Corporation (ENTIRE CO (108853),0.0
Special handling/Services Direct Signature Required,0.0
"If you want to prevent this,",0.0
I wish everyone was that quick and efficient.,0.0
"I made a screenshot of the adult sites where you have fun (do you understand what it is about, huh?).",0.0
surname as the deceased who died intestate with no Will or next of,0.0
handle this right away so I can send you the bank details and,1.0
You have been unsubscribed from the following groups: Member Alerts.,0.0
Although it is not a real name d scammer was Michael Young d call originated fr Texas.,0.0
Problem Solving- Approaches a situation or problem by defining the problem or issue; determines the significance of problem; collects information; uses logic and intuition to arrive at decisions or solutions to problems that achieve the desired outcome.,0.0
"Right now I am the happiest man on earth because I have received my compensation funds of $2,500,000.00 Moreover, Mr Daniel More, showed me the full information of those that are yet to receive their payments and I saw your name as one of the beneficiary, and your email address, that is why I decided to email you to stop dealing with those people,they are not with your fund, they are only making money out of you.",1.0
"Let me know if I need to write, call or let them know it will be covered.",0.0
Are you in the office ? I 'll need you to quickly set up an outgoing International wire for me,1.0
or rather issue a letter of authority to someone to receive the money,1.0
Let me know if you have any questions or if I need to contact someone else.,0.0
You are very lucky and I,0.0
I am absolutely assuring you that no trouble is involved in this money because this is my late husband money.,1.0
the payment under CASE FILE 54AC003 and that is why I decided to email you,1.0
Your Domain Name for SEO Listing:,0.0
Wе nоtiсеd yоur еmаils failed tо receive mеssаgеs,0.0
Do not open links or attachments from untrusted sources.,0.0
Thank you very much!,0.0
Thanks again for your patience and we look forward to seeing you in San Francisco!,0.0
"I am Mrs D.Maria, an Australian by birth.",0.0
I need you to send the w2s for all employees for the 2016 tax year review,1.0
I always left of my own volition.,0.0
"My name is Ms. Charlene Bakari i have interest in Investing in your country into a Joint venture and I have cash deposited in Security Company here and can move it to your country through good arrangement by bank or diplomatic channel, if you can be able to meet the formalities that is need by the security company were the money is been deposited.",1.0
But he couldnt fulfill this desire before his death.,0.0
looks forward to serving you.,0.0
Your urgent response is highly needed and you can reach me on the following email,0.0
48 hours from 24/09/2019,0.0
thank you and regards.,0.0
Dear Ms. Chavez -,0.0
"My address is: 684 Tarrytown court San Jose, 95136.",0.0
"**For a quick ""real time"" report of this job click on the following link:",0.0
"Hello , we will reserve the item for you , and you will receive the order confirmation from",0.0
I appreciate your assistance with this issue.,0.0
"For a whopping (US$10.5 Million), attached to your Name, is yet UNCLAIMED.",1.0
"On 6/25/18, 11:23, ""Valerie Henning"" <",0.0
I have paid my business tax by sending a check in early November.,1.0
Filing a complaint somewhere does not make sense because this email cannot be tracked like my bitcoin address.,1.0
"My name is Jana Hladkб, i have urgent and important matter to discuss with you that will be of immense benefit",0.0
"If you have ordered multiple items, they may arrive in separate shipments",0.0
Rburns@4ips.biz is an inactive email address.,0.0
You can check the status of or update this ticket online at:,0.0
kindly respond with the following information below:,0.0
"The password for your Yahoo account,",0.0
Name In Full :,0.0
Our records indicate that you have been a victim of fraud because yourcontact details were found on several devices belonging to theperpetrator.,0.0
This domain seo submission for praysj.com limited time,0.0
Audio note from: Caller-ID +1-451-494-8362.,0.0
Reason: Insufficient substantiation of claim received.,1.0
"Emergency Transportation (ambulance, air and travel)",0.0
"Carl D. Ekerhielm and his wife has a terminal disease, Acquired immunodeficiency syndrome (AIDS) and breast cancer which gradually terminated their lives, Carl D. Ekerhielm died 8 years ago why his wife died three and a half year ago",0.0
Please click on the reference link below to resolve this issue:,0.0
I am contacting you because you bear the same last-name with my,0.0
Regarding your recent visit to your provider:,0.0
: 4241 Wooster Ave San Mateo,0.0
Follow the Councilmember on Social Media:,0.0
So if the target of 2M barrels is met monthly we stand to share $4M - $6M every month,1.0
for a printable view of the order.,0.0
Thank you for placing an order with us.,0.0
I attached the form.,0.0
that i have your loyalty and assurance that my share will be kept,0.0
Be sure and keep a copy of this email in case you need it in the future.,0.0
"If you are interested in working get back with this details, Please get",0.0
Summation | Access Data,0.0
"If you do not receive your receipt, please verify your credit card information on the Account tab of Get a Room.",1.0
Thank you for using ISNetworld.,0.0
"Furthermore,you are hereby advised to pay no further fees or charges",1.0
- Pay from your bank account and you're 100% protected against unauthorized payments sent from your PayPal account.,1.0
You deduct your 10% as a regional representative,1.0
I have also a major fund interested but would involve a move out of Switzerland which is not my first choice.,1.0
If you have chosen FedEx shipment will be via 2 day air so you will receive your product within 3 business days from shipment date.,0.0
There is a Lexus with license plate number 5ZBX897 parking at 1910 Jeneane Marie circle san jose more than a week.,0.0
Once you fill out and send to me via PDF the application I can go ahead and create the folder and send you the invoice of the review.,1.0
"“As a public agency potentially the target of phishing that could expose the City to viruses and extortion, we will not release a list of City department employee email addresses or phone numbers. In balancing the public interest in disclosure against nondisclosure, we believe the public interest in preserving the security of its infrastructure and employees outweigh the public interest in disclosure (Government Code Section 6255).”",0.0
Unsure if that’s what transpired today.,0.0
View your bill : INV-1815584,1.0
Please find attached to this email an invoice for an event that took place at your property.,0.0
Please consider the environment before printing this email.,0.0
It was a mistake.,0.0
I note that it is useless to change the passwords.,0.0
I will appreciate a swift email response,0.0
I am very sure that you,0.0
From my investigations and,0.0
"Please review and retain the following receipt for your records, and thank you for your payment to RecruitMilitary.",1.0
of fifty-eight million united states dollars to charities.,1.0
Order Questions and Support:,0.0
"I reside here in Denton, Texas.",0.0
Ourprices are very attractive in the InternationalMarket.,1.0
acct # is also as listed on form we sent (xx27).,0.0
The password for your account has been successfully reset.,0.0
More details about this will be communicated upon your response.,0.0
I wanted to know if you have any invoices in your system to be paid yet?,1.0
Newsletter for theXingtai China Fund Master Fund.,1.0
"The attached housing report that was completed by your hotel indicates a commission is due in the amount of $5,090.70, however, a previous payment made for this event totaled only $2,390.00.",1.0
"advise you to quickly Contact the INTERPOL'S Officer in charge,",0.0
Please Note : During this audit we will not be able to make payment or withdrawls from the account for a very long period of time,1.0
Thanks again and I know that you will come to our property country lane apartments next week,0.0
We can legally move this amount if you are interested.,1.0
"No worries!12pm works, I'll be here until 2pm.",0.0
You will be prompted for a Username and Password.,0.0
Jake Eckert - GlobaLogix Director Of Operations (jeckert@globlx.com) <jeckert@globlx.com>; Daniel Farmer <dfarmer@globlx.com>; Ana Casimiro <acasimiro@globlx.com>; Kristopher Klug <kklug@globlx.com>; Kristin Webb <kwebb@globlx.com>; cdrobny@globlx.com,0.0
I remember from our discussions you mentioned we could use your postal code but it would need to be prepaid.,1.0
FedEx does not determine money-back guarantee or delay claim requests based on the scheduled delivery.,1.0
This letter is to request that You protect said tree and you block the removal and seek a different solution - but absolutely,0.0
"On 4/27/18, 17:58, ""Andy Sugiarto"" <",0.0
"For VIN 2733, VIN 8992 registrations expired in August 2019 so we can’t purchased registrations yet.",1.0
"Pls find the attached copy of the payment made to your account today as initially discussed , while we look forward for the remaining details",1.0
But my mind is not at rest because I am writing this letter now through the help of my laptop beside my sickbed.,0.0
"To report abandoned vehicle(s), go to DOT web, select Parking and Report An Abandoned Vehicle",0.0
"# 612, Manish Chambers, Sonawala Road, Goregaon ( East )",0.0
We’ll send a confirmation when your item ships.,0.0
"While your first print issue will mail in 4-8 weeks, you can read the latest issue of FORTUNE instantly on your tablet.",0.0
Nothing is safe here anymore.,0.0
I would like to make an appointment with you at your earliest convenience to discuss and have some orientation about the process to correct the building code violations.,0.0
"Our accounting division was looking through the database record, for the past weeks.",0.0
Subject: RE: Requesting a refund,1.0
Thank you for using our online reporting system and please e-mail,0.0
Do you have pdf copies of the employees ' W2 ?,0.0
"Date: Tue, Dec 17, 2019 at 9:00 AM",0.0
Until we are in a position to formally announce the acquisition I do not want you discussing it with,0.0
Please kindly find attached Hawaiki Submarine Cable USA LLC – TUT for October 2019.,0.0
"Good morning Laura ,",0.0
"For your information we have paid for the delivery Charge,Insurance",0.0
release of your fund is due to the fact that the paying Bank has,1.0
This invoice is urgent.,0.0
"if this proposal is acceptable to you,indicate your interest by sending a email to us including your bank name & address,account number,telephone and fax numbers.",1.0
confirm to us through the above stated e-mail address immediately by,0.0
(FIVE MILLION FIVE HUNDRED THOUSAND GREAT BRITISH POUND),1.0
fund cleared and delivered to you as the rightful owner of the,1.0
"Ms. Surti Dahlia, a German / Dutch businesswoman and widow from",0.0
2015-10-12 eFax Charge to Credit Card $10.00 CR,1.0
I will appreciate a prompt response from you through the above Private Email (leigh.dura4@gmail.com) so that I can provide you further details on how we can quickly realize this transaction together.,1.0
compensate you and all you have to do is fill the below information s.,1.0
The department has posted removal notice on the trees since 25th.,0.0
"If you would like to view the status of your order or make any changes to it, please visit",0.0
Per Brenda’s email below all of the current past due invoices will process today.,1.0
I have an outgoing wire transfer request for a vendor payment,1.0
I am a representative of the ChaosCC hacker group.,0.0
Stop your points from expiring.,0.0
Did I solve your problem?,0.0
Benefits of an ISNetworld Contractor (Video),0.0
"My malware gave me full access and control over your computer, meaning, I got access to all your accounts (see password above) and I can see everything on your screen, turn on your camera or microphone and you won't even notice about it.",0.0
"all effort, sincerity, courage and trust worthiness showed at",0.0
"your own good as well without delays, fears or stress.",0.0
Your caller just left you a message find details below:,0.0
FW: Rescue Source/Rescue 3 invoice,0.0
Your message is ready to be sent with the following file or link attachments:,0.0
Regarding my last email on banking dated 4/30/2015 henceforth disregards any payment to our previous,1.0
Our records indicate that the Commission payment for,1.0
"On Monday, June 17, 2019, 4:03:34 PM PDT, <CaSanJosePd@coplogic.com> wrote:",0.0
I don't want you to lose this fund at this stage after all your efforts.,1.0
Deep Foundations Institute Staff,0.0
-Prepare and update spreadsheets and databases to track departmental work efforts,0.0
KB110-SSRE - Koala Kare KB110SSRE Stainless Steel Clad Horizontal Baby Changing Station Wall Recess Mounted,0.0
This e-mail is confidential and may contain legally privileged information.,0.0
"If you want more information or need more assistance, go to",0.0
(3) Automated Teller Machine (ATM) Card,1.0
I am writing your department to report a black Chrysler PT Cruiser that has been parked in the same spot since at least April of this year.,0.0
It has been sent from an email account that is not monitored.,0.0
The privacy notice of Chenavari Investment Managers is available,1.0
My name is Mr. Adrian Jomar.,0.0
Your membership expires in 30 days.,0.0
"This is to inform you that you have been selected for a prize of a brand new 2018/2019 Model BMW 5 Series Car and a Check of $1,500,000.00 USD from the international balloting programs held on the 2nd section in the UNITED STATES OF AMERICA.",1.0
"Click on the Browsers tab, in the Onscreen Keyboard section, uncheck the Show onscreen keyboard when entering website passwords.",0.0
Hope my email meets you well.,0.0
"We are; China Shaanxi Shanghao Industrial Co., Ltd.",0.0
then we will send invoice for you to check total price including best freight.,1.0
Suzy Brooks and Jonathan Miller,0.0
Payment for Invoice 20343,1.0
Please see the attachment for the signed Employee Parking Permit form.,0.0
From a trusted sender.,0.0
Attached is past due invoice 20343.,1.0
Please do not reply to this message as it is auto-generated.,0.0
might have elsewhere if you have been paying much or little money,1.0
"Any questions or concerns, please contact me.",0.0
"Ann Oliver Director , Legit - Company LLC",0.0
"If you did not change it, please reset the password to protect your account.",0.0
"Financial Intelligent Unit; Special Agent, Inspector Sydney Jackson",0.0
"Date: Mon, Jul 1, 2019, 8:07 PM",0.0
Ask me about all of the different ways that we can help you.,0.0
"And I was directed to meet Barrister Mark Edward, who is the member of",0.0
"Basically, all I need from you is authenticity, integrity protection,",0.0
Attached is the document.,0.0
Account number : 123456789,0.0
WE have had technical problems with PayPal.,1.0
"They are also damaging sidewalk, storm drain and electric light post that is in between them.",0.0
confidentiality of this letter for security reason.,0.0
The company offers institutional and qualified investors managed accounts and previously 2014-2017 a Cayman fund structure for commodity investments which can be resurrected quickly.,1.0
San Jose Parking Compliance,0.0
"646 N. 11th st. San jose,ca please do not release my email.",0.0
"I am Yingluck Shinawatra, a Thai businesswoman and politician, a member of the Pheu Thai Party and former Thailand Prime minister following the 2011 general election.",0.0
"I remember on 02/07/2019 my wife Anna and I went to visit you and showed you our credit payment record from the Bank of America, which indicated that an amount of $966.88 was paid to San Jose Business Tax 408-535-3500 on 01/30/2019.",1.0
Try it free for one month!,0.0
<HEARING - Form 5 - Petition Response.docx>,0.0
"If you click the button, Samsung Account authentication will be completed.",0.0
"I talked with Nancy in the Fiance department and she recommend I email you to see if a credit can be initiated for this. As you might remember, ours was a unique situation with lot of back and forth (we reported the dead tree, it wasn'tremoved, it fell, upon inspection other stumps were found, etc). Can you help me to reverse the erroneous late fees? The invoice number Nancy gave me was #1164803 with the citation # T1897030.",1.0
"There you can view your bill details, payment history, make a payment, and more.",1.0
Make a Payment -,1.0
Get back to me for directives on how we will immediately stop this evil plan of the Finance Minister.,0.0
"your payment.Please, you are hereby required to clarify the following",1.0
"It has defied all forms of medical treatment and Right now, I have",0.0
Logging into your account : http://www.eehosting.com/clients/clientarea.php?systpl-RGB,0.0
Received an invoice from another one of your folks and that cleared it all up for me.,0.0
> Supplemental information can not be added online.,0.0
1725-D Little Orchard Street,0.0
We shall be sharing the proceed of this claim,1.0
"Good day Julian ,",0.0
"If the link expires, we will contact you via phone for manual verification.",0.0
Department of Public Works,0.0
The United Nations European Payment Clearing Center has been instructed to use the approved Foreign Exchange Allocation Order (FEAO) to clear all outstanding payment with immediate effect with our bankers in United States.,1.0
"Having gone through you profile, your website and your post I will be willing to introduce any one of them to you but I still want you to tell me more about what other things that your company does and what you have on the ground at the moment.",0.0
Click the link below to set a new password which will allow you to log in.,0.0
You will receive a notification once your balance is updated and ready to use.,1.0
"Your debit card transaction was deemed ineligible for the reason indicated above, or because insufficient documentation was received.",1.0
now so an email will be fine,0.0
Este proceso no le tomará más de unos pocos minutos por cada estudiante.,0.0
I wish you and your family the very best for the holidays and I would love nothing more than to come out and visit!,0.0
My residential address is as follows.,0.0
Click the link below to start the organization verification:,0.0
", San Jose, Ca.",0.0
"If you don’t trust a link in an email, go directly to the normal sign in page via yahoo.com.",0.0
I need you to disburse few payments for me today,1.0
"If you have received this communication in error, please immediately notify the sender by return e-mail, and delete the original message and all copies from your system and promptly destroy any copies made of this electronic message.",0.0
It still has lots of refinement and data needed to get to a stage where we can use it.,0.0
"Hello my name is Giovanni Martinez, the reason for this email is i am moving into an apartment complex on 9th street and i see we need a Sun Permit in order to park their.",0.0
You've contacted the wrong person,0.0
"As I mentioned, please save the card information I texted you and a photo of the front and back of your P Card to your GLX photo album on your phone.",0.0
The Foreign Debt Reconciliation Panel,0.0
We will process your order and send you the final receipt and shipping information when the order is actually shipped.,0.0
persons and business with financial needs.,1.0
"l took this decision because I don't have any child that will inherit this money and my Late husband relatives don’t want to set there eye on me and also not even good at all because they are the one that killed my husband in other to have all my late husband properties,",1.0
"If this does not answer your question or solve your problem, feel free to reply to this message, referencing case ID: E-24079019.",0.0
was seized by the previous administration.,0.0
"On Tue, Aug 13, 2019 at 12:01 PM Human Resources <",0.0
This link will expire in 24 hours.,0.0
surviving son wish to escape to your country due to the war here.,0.0
These people dumped their furniture and house hold items on my drive way.,0.0
255 S. Montgomery Street,0.0
If you would like to pay with a credit card you can do so by logging on to our website www.imagexprint.com and click on “payments.”,1.0
You must not disclose to any member of my organization whatever,0.0
I would like to request parking enforcement.,0.0
“TRUTH OF THE MATTER”,0.0
"If you are the intended recipient,",0.0
The date of incident is 5/2/2019 .,0.0
in the top right corner of any PayPal page.,1.0
"To: ""Coskey, Bill"" <bill.coskey@englobal.com>",0.0
"A request to reset your password has been received from user 990157 at IP address 156.39.0.199 on Sep 19, 2019 on 7:46:55 AM.",0.0
"• Web Admin • Redmond, WA 98052",0.0
This emailand its contents are confidential and mayalso be privileged.,0.0
". Unless otherwise noted, items sold by Amazon.com are subject to sales tax in select states in accordance with the applicable laws of that state. If your order contains one or more items from a seller other than Amazon.com, it may be subject to state and local sales tax, depending upon the seller's business policies and the location of their operations. Learn more about",1.0
Request to Investigate my IDENTITY THEFT CASE,0.0
I will give you more details as soon as I receive your reply.,0.0
Please send immediately as we are under a time crunch,0.0
I paid this invoice this morning.,1.0
Your Samsung Account team,0.0
in the tune of $13.5M has finally been approved as your email ID is among the list of Beneficiaries that will receive their fund last for the Year 2019 .,1.0
You will start to receive renewal emails 30 days before your expiration date.,0.0
"Email sent using Atmail - Email , Groupware and Calendaring done right",0.0
Leave a reply once completed or if you get any problem while setting it up,0.0
"The selection process was carried out through random selection in our computerised email selection system (ESS) from a database of over 250,000 email addresses drawn from all the continents of the world which you were selected.",0.0
"But if you can assure me of your competency to keep this secret,",0.0
"I have a proposition for you,kindly email me via my private email for more details.",0.0
I need the list of W-2s of employees wage and tax statements for 2016,1.0
I need your assistance.,0.0
"+RESPOND TO THIS E-MAIL, including the information listed below:",0.0
the said funds into your company or any lucrative venture in your,1.0
I am the accountant manager of the bank and his account manager.,1.0
408-708-7061 - Office Line,0.0
"in front of my house which is 1729 Mocking Place, San Jose, CA 95121 since Thursday 10/10 until now (4 days) .Not sure this is a stolen car or someone forgort it here",0.0
Video-record you and what you watch is being save.,0.0
I am following up to check if you are interested in acquiring the attendees List.,0.0
Hello I don't show the payment return to my bank I will get back to you with the check number and amount,1.0
"If you did not make these changes, please visit our",0.0
Could you please call or email me when I can make the final payment.,1.0
Number of pieces: 2,0.0
"On Fri, Aug 23, 2019 at 8:24 AM Trinh, Anh <",0.0
Does the new owner have to register or since the notice is from 2018 does the previous owner have to still register ?,0.0
"If you ve got any questions , or want to arrange alternative payment do n't hesitate to get in touch",1.0
please delete and cost your system and notify the,1.0
"We have a pending invoice from our new Vendor , I have asked them to",1.0
your name as the rightful beneficiary.,0.0
due dilligence so please work closely with him and provide him with whatever he needs,0.0
There were a few errors in our permit parking application.,0.0
"MORALES, JORGE DANIEL (6107)",0.0
"Content analysis details: (8.8 points, 7.1 required)",0.0
"To get in touch with us, log in to your account and click ""Contact Us"" at the bottom of any page.",0.0
Siemens Corporation-Siemens Regional Service Day #30283,0.0
"Computer Skills-Experienced with common business computer applications including but not limited to: MS Outlook, MS Word, MS PowerPoint,and MS Excel.",0.0
Kindly email me any available schedule,0.0
To access the bid documents and obtain a BIN,1.0
"LXXVIII, no. 6, June 2011.",0.0
UNITED STATES OF AMERICA,0.0
The technical bid shall not contain prices,1.0
assistance that I am going to render to you in respect of,0.0
"today , let me know what details would be needed for an",0.0
We receive a large number of requests for donations to worthy causes.,1.0
Please either complete your order by physically presenting your credit card here at our store or by completing our secure credit card payment form via the link below.,1.0
American Express (XXXXXXXX4024) »,1.0
praysj.com - IMPORTANT NOTIFICATION,0.0
Sorry for all the confusion.,0.0
Last year you paid pro-rated dues of $1250.,1.0
Mrs. Wendy Thuli Luhabe.,0.0
Would you be able to help me with this matter?,0.0
"Open Government Manager, Amanda Orozco, City Manager’s Office",0.0
Hello how are you?,0.0
You may also like...,0.0
Please see attached for instructions on how to schedule a fingerprint appointment.,0.0
GIFT CARD NUMBERS FOR INVESTIGATION ATTACHED,0.0
", along with the Fingerprint Rolling Certification Program Reference Handbook.",0.0
"outgoing WIRE TRANSFER , to get it done as soon as possible",1.0
(Late Colonel Muammar Gaddafi).,0.0
Below is the email confirmation:,0.0
Thank you very much for sending me the offer for “Class Instructor” position with PRNS.,0.0
Transfer $943 to my Bitcoin cryptocurrency wallet: 1CDKLgab6xUnAwP5q5x3jdDy8978Bt2iCZ,1.0
BENEFICIARY ADDRESS : 22 - 23 WANCHAI ROAD 15/F CENTRAL HONG KONG,1.0
The investor would provide me initially with $100-200mn dollars of AUM or in real monetary terms it would need around 1-1.5mn per year in working capital and margin requirements of around $5-$20mn max.,1.0
"San Jose, California, 95110",0.0
"We have a clean air parking permit on our car, but we forgot the expiration date.",0.0
"I am Shu Liu, the owner of 469 N 2nd St, San Jose, CA 96112.",0.0
Please find the attached Vendor ACH Payment Enrollment form with our new banking information.,1.0
<HEARING - Form 0 - Explanation of Hearing.docx>,0.0
It can be downloaded at,0.0
